event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2020-11-05 12:25:18+00:00,view,725430,2144415943122485907,construction.tools.painting,bort,53.97,1515915625535794237,9bAFS3hAvZ
2021-02-28 09:47:02+00:00,view,1399893,2144415952853271466,accessories.bag,starwind,86.67,1515915625610779615,CJkwPkZ6MB
2020-12-27 17:55:44+00:00,cart,177998,2144415927351902439,electronics.audio.acoustic,eltax,420.3,1515915625546606282,3Ume8Mh8xa
2021-02-28 09:07:15+00:00,view,3721154,2144415922016747613,computers.peripherals.wifi,asus,327.43,1515915625610767216,f2ZREyHOKq
2020-10-26 16:40:26+00:00,view,1643957,2144415927049912542,electronics.video.tv,panasonic,316.68,1515915625530807470,PUKyAllfgZ
2020-12-14 00:32:55+00:00,view,4183863,2144415922427789416,computers.components.videocards,palit,577.6,1515915625562312838,ibkVYgy6YP
2021-02-08 01:59:05+00:00,view,1830027,2144415922427789416,computers.components.videocards,gigabyte,470.52,1515915625561632839,RE0BbDFu39
2021-02-18 12:48:18+00:00,view,1856480,2144415933760799121,stationery.cartrige,,36.14,1515915625606902343,qxUJrpwdvH
2021-01-16 07:44:23+00:00,view,1821813,2144415922427789416,computers.components.videocards,,397.48,1515915625593668960,y83EQrwWsM
2020-12-19 20:45:20+00:00,view,1542344,2144415923207929981,auto.accessories.player,acv,71.43,1515915625565500899,cikyCH6zpG
2020-11-21 17:17:15+00:00,view,395689,2144415924348780698,computers.notebook,ginzzu,20.08,1515915625541323860,0ROy4dHpee
2021-02-21 18:32:36+00:00,view,3828163,2144415921203052617,,acv,23.57,1515915625608195919,CWql9BWXKc
2020-11-11 09:39:56+00:00,view,4154236,2144415922427789416,computers.components.videocards,palit,187.78,1515915625536740912,q3XB48Dcc2
2020-11-02 17:57:07+00:00,view,324275,2144415935086199225,computers.desktop,,82.38,1515915625533853183,4skyCVAeAc
2020-09-28 20:53:04+00:00,purchase,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625520648208,HzjM0wNpJx
2021-01-28 10:28:36+00:00,view,2810442,2144415926806642904,computers.components.power_supply,aerocool,50.54,1515915625597981955,0bBQwbalrK
2021-01-11 12:59:01+00:00,cart,1504974,2144415942904382094,,topon,36.35,1515915625591877976,5ecJBkwjwO
2020-10-16 14:26:19+00:00,view,1716464,2144415925808398526,appliances.personal.hair_cutter,harizma,50.05,1515915625526731490,PX2P5PzNHS
2020-10-27 07:22:50+00:00,view,4154428,2144415952391898012,appliances.environment.vacuum,favourite,68.33,1515915625531012153,UzwqkB18cE
2020-11-15 10:59:48+00:00,view,582872,2144415925086978222,computers.peripherals.scanner,epson,77.11,1515915625539620332,trtCEagtTr
2020-12-23 11:09:28+00:00,view,3537266,2144415923207929981,auto.accessories.player,kenwood,92.0,1515915625567542210,XNv3GxHIWJ
2020-10-29 11:08:51+00:00,view,1282232,2144415926966026460,computers.components.cpu,intel,430.56,1515915625531875162,OQqMShXO69
2020-09-29 18:13:01+00:00,view,250869,2144415926932472027,computers.components.cooler,titan,40.44,1515915625520926518,gvkOQYyxIG
2020-12-18 12:33:12+00:00,view,644204,2144415923660914824,,centek,47.62,1515915625564832891,2fPheHxXg0
2020-11-10 15:39:12+00:00,view,3605900,2144415925196030129,electronics.telephone,inoi,36.17,1515915625537639637,RbmM3i26yV
2020-10-26 15:26:58+00:00,cart,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625530783488,5kNyCDiUSb
2021-01-28 12:12:23+00:00,view,803554,2144415924751433893,computers.notebook,topon,30.63,1515915625598019384,Eh2VbMQL37
2021-02-22 06:23:36+00:00,view,1660034,2144415922528452715,electronics.telephone,,10.43,1515915625608318666,3PW4qItQ8M
2021-02-24 12:50:35+00:00,view,4154624,2144415922427789416,computers.components.videocards,msi,82.41,1515915625606205694,tVPfTE9fSv
2021-01-24 03:03:30+00:00,view,360436,2144415922234851427,,,11.9,1515915625596424995,2v5fH2BiW7
2020-11-04 06:17:36+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625519081944,lrbUF0mfxT
2020-10-18 07:31:13+00:00,cart,167424,2144415926445932750,electronics.audio.acoustic,pioneer,50.95,1515915625527378323,0KTyITqCAY
2020-10-05 13:42:55+00:00,view,3642613,2144415944565326522,computers.components.network_adapter,anker,27.94,1515915625522612781,5GHv1JfN50
2020-11-28 12:42:10+00:00,view,850540,2144415938206761488,,,69.25,1515915625545780116,EAM9cmuZe4
2021-01-16 18:46:05+00:00,view,1820911,2144415921815421016,,apple,174.73,1515915625593894297,kJBHM5zq4L
2021-01-07 15:54:37+00:00,view,1830099,2144415922427789416,computers.components.videocards,palit,486.81,1515915625573955451,NSPu1C37gC
2020-12-02 12:26:20+00:00,view,874127,2144415922528452715,electronics.telephone,,47.86,1515915625541783952,y59bA0jiPT
